Belgian Golden Ale Yeast WLP570              ,White Labs              ,WLP570                                  ,Ale               ,Low      ,0.755,68  ,75
Belgian Lager Yeast WLP815                   ,White Labs              ,WLP815                                  ,Lager             ,Medium   ,0.75 ,50  ,55
Belgian Saison I Yeast WLP565                ,White Labs              ,WLP565                                  ,Ale               ,Medium   ,0.7  ,68  ,75
Belgian Saison II Yeast WLP566               ,White Labs              ,WLP566                                  ,Ale               ,Medium   ,0.815,68  ,78
Belgian Saison III Yeast WLP585              ,White Labs              ,WLP585                                  ,Ale               ,Low-Med  ,0.72 ,68  ,75
Belgian Sour Mix WLP655                      ,White Labs              ,WLP655                                  ,Ale               ,Med/Low  ,0.75 ,80  ,85
Belgian Strong Ale Yeast WLP545              ,White Labs              ,WLP545                                  ,Ale               ,Medium   ,0.815,66  ,72
Belgian Style Ale Yeast Blend WLP575         ,White Labs              ,WLP575                                  ,Ale               ,Medium   ,0.77 ,68  ,75
Belgian Style Saison Blend WLP568            ,White Labs              ,WLP568                                  ,Ale               ,Medium   ,0.75 ,70  ,80
Belgian Wit Ale Yeast WLP400                 ,White Labs              ,WLP400                                  ,Ale               ,Low-Med  ,0.76 ,67  ,74
Belgian Wit II Ale Yeast WLP410              ,White Labs              ,WLP410                                  ,Ale               ,Low-Med  ,0.725,67  ,74
Berliner Weisse Blend WLP630                 ,White Labs              ,WLP630                                  ,Ale               ,Medium   ,0.765,68  ,70
Best Of Both Worlds WLP200                   ,White Labs              ,WLP200                                  ,Ales              ,Medium   ,0.765,65  ,73
Bourbon Yeast WLP070                         ,White Labs              ,WLP070                                  ,Ale               ,Medium   ,0.77 ,72  ,77
Brettanomyces Anomalus WLP640                ,White Labs              ,WLP640                                  ,Wilds & Sours     ,Low      ,0.77 ,70  ,85
Brettanomyces Bruxellensis Trois Vrai WLP648 ,White Labs              ,WLP648                                  ,Ale               ,Low      ,0.85 ,70  ,85
Brettanomyces Bruxellensis WLP650            ,White Labs              ,WLP650                                  ,Ale               ,Low      ,0.78 ,85  ,95
Brettanomyces Claussenii WLP645              ,White Labs              ,WLP645                                  ,Ale               ,Low      ,0.78 ,85  ,95
Brettanomyces Lambicus WLP653                ,White Labs              ,WLP653                                  ,Ale               ,Low      ,0.78 ,85  ,95
British Ale Yeast WLP005                     ,White Labs              ,WLP005                                  ,Ale               ,High     ,0.705,65  ,70
Burlington Ale Yeast WLP095                  ,White Labs              ,WLP095                                  ,Ale               ,Medium   ,0.755,67  ,70
Burton Ale Yeast WLP023                      ,White Labs              ,WLP023                                  ,Ale               ,Medium   ,0.72 ,68  ,73
California Ale V Yeast WLP051                ,White Labs              ,WLP051                                  ,Ale               ,Med/High ,0.725,66  ,70
California Ale Yeast WLP001                  ,White Labs              ,WLP001                                  ,Ale               ,Medium   ,0.765,68  ,73
Champagne Yeast WLP715                       ,White Labs              ,WLP715                                  ,Champagne         ,Low      ,0.9  ,70  ,75
Coastal Haze Ale Yeast Blend WLP067          ,White Labs              ,WLP067                                  ,Ales              ,Medium   ,0.78 ,65  ,78
Coastal Haze WLP067                          ,White Labs              ,WLP067                                  ,Ales              ,Medium   ,0.75 ,68  ,72
Copenhagen Lager Yeast WLP850                ,White Labs              ,WLP850                                  ,Lager             ,Medium   ,0.75 ,50  ,58
Cream Ale Yeast Blend WLP080                 ,White Labs              ,WLP080                                  ,Ale               ,Medium   ,0.775,65  ,70
Cry Havoc WLP862                             ,White Labs              ,WLP862                                  ,Ale               ,Low/Med  ,0.68 ,68  ,74
Czech Budejovice Lager Yeast WLP802          ,White Labs              ,WLP802                                  ,Lager             ,Medium   ,0.775,50  ,55
Dry English Ale Yeast WLP007                 ,White Labs              ,WLP007                                  ,Ale               ,Med/High ,0.75 ,65  ,70
Dusseldorf Alt Yeast WLP036                  ,White Labs              ,WLP036                                  ,Ale               ,Medium   ,0.685,65  ,72
East Coast Ale Yeast WLP008                  ,White Labs              ,WLP008                                  ,Ale               ,Low/Med  ,0.725,68  ,73
East Midlands Ale Yeast WLP039               ,White Labs              ,WLP039                                  ,Ale               ,Med/High ,0.775,66  ,70
Edinburgh Scottish Ale Yeast WLP028          ,White Labs              ,WLP028                                  ,Ale               ,Medium   ,0.725,65  ,70
English Ale Blend WLP085                     ,White Labs              ,WLP085                                  ,Ale               ,Med/High ,0.725,68  ,72
English Ale Yeast WLP002                     ,White Labs              ,WLP002                                  ,Ale               ,Very High,0.665,65  ,68
English Cider Yeast WLP775                   ,White Labs              ,WLP775                                  ,Wine              ,Medium   ,0.9  ,68  ,75
Essex Ale Yeast WLP022                       ,White Labs              ,WLP022                                  ,Ale               ,Med/High ,0.735,66  ,70
European Ale Yeast WLP011                    ,White Labs              ,WLP011                                  ,Ale               ,Medium   ,0.675,65  ,70
Flemish Ale Blend WLP665                     ,White Labs              ,WLP665                                  ,Ale               ,Low/Med  ,0.83 ,68  ,80
French Ale WLP072                            ,White Labs              ,WLP072                                  ,Ale               ,Med/High ,0.715,63  ,67
French Saison Ale Yeast WLP590               ,White Labs              ,WLP590                                  ,Ale               ,Medium   ,0.765,69  ,75
German Ale II WLP003                         ,White Labs              ,WLP003                                  ,Ale               ,Medium   ,0.765,65  ,70
German Ale/ Kölsch Yeast WLP029              ,White Labs              ,WLP029                                  ,Ale               ,Medium   ,0.75 ,65  ,69
German Bock Lager Yeast WLP833               ,White Labs              ,WLP833                                  ,Lager             ,Medium   ,0.73 ,48  ,55
German Lager X Yeast WLP835                  ,White Labs              ,WLP835                                  ,Lager             ,Medium   ,0.73 ,50  ,54
German Lager Yeast WLP830                    ,White Labs              ,WLP830                                  ,Lager             ,Medium   ,0.765,50  ,55
Hansen Ale Yeast Blend WLP075                ,White Labs              ,WLP075                                  ,Ales              ,Medium   ,0.77 ,66  ,70
Hefeweizen Ale Yeast WLP300                  ,White Labs              ,WLP300                                  ,Wheat             ,Low      ,0.74 ,68  ,72
Hefeweizen IV Ale Yeast WLP380               ,White Labs              ,WLP380                                  ,Wheat             ,Low      ,0.765,66  ,70
HP Lager Yeast WLP925                        ,White Labs              ,WLP925                                  ,Lager             ,Medium   ,0.775,62  ,68
Irish Ale Yeast WLP004                       ,White Labs              ,WLP004                                  ,Ale               ,Med/High ,0.715,65  ,68
Klassic Ale Yeast WLP033                     ,White Labs              ,WLP033                                  ,Ale               ,Medium   ,0.7  ,66  ,70
Lactobacillus Brevis                         ,White Labs              ,WLP672                                  ,Ales              ,Low      ,0.8  ,70  ,95
Lactobacillus Delbrueckii Bacteria WLP677    ,White Labs              ,WLP677                                  ,Wilds & Sours     ,Low      ,0    ,70  ,75
Leeuwenhoek Saison Yeast Blend WLP564        ,White Labs              ,WLP564                                  ,Ale               ,Low      ,0.79 ,66  ,75
London Ale Yeast WLP013                      ,White Labs              ,WLP013                                  ,Ale               ,Medium   ,0.71 ,66  ,71
London Fog Ale Yeast WLP066                  ,White Labs              ,WLP066                                  ,Ales              ,Medium   ,0.785,64  ,72
Manchester Ale Yeast WLP038                  ,White Labs              ,WLP038                                  ,Ale               ,Med/High ,0.72 ,65  ,70
Marañón Canyon Wild Cacao WLP546             ,White Labs              ,WLP546                                  ,Wilds & Sours     ,Low      ,0.675,65  ,75
Mexican Lager Yeast WLP940                   ,White Labs              ,WLP940                                  ,Lager             ,Medium   ,0.74 ,50  ,55
Munich Helles Yeast WLP860                   ,White Labs              ,WLP860                                  ,Lager             ,Medium   ,0.7  ,48  ,52
Neutral Grain Yeast WLP078                   ,White Labs              ,WLP078                                  ,Ale               ,Medium   ,0.81 ,76  ,85
New Nordic Ale WLP611                        ,White Labs              ,WLP611                                  ,Ales              ,Medium   ,0.7  ,50  ,86
Oktoberfest/Märzen Lager Yeast WLP820        ,White Labs              ,WLP820                                  ,Lager             ,Medium   ,0.69 ,52  ,58
Old Bavarian Lager Yeast WLP920              ,White Labs              ,WLP920                                  ,Lager             ,Medium   ,0.695,50  ,55
Old Sonoma Ale WLP076                        ,White Labs              ,WLP076                                  ,Ale               ,Medium   ,0.72 ,66  ,70
Opshaug Kveik Ale Yeast WLP518               ,White Labs              ,WLP518                                  ,Ales              ,Medium   ,0.75 ,77  ,86
Pacific Ale Yeast WLP041                     ,White Labs              ,WLP041                                  ,Ale               ,High     ,0.675,65  ,68
Pilsner Lager Yeast WLP800                   ,White Labs              ,WLP800                                  ,Lager             ,Med/High ,0.745,50  ,55
Premium Bitter Ale Yeast WLP026              ,White Labs              ,WLP026                                  ,Ale               ,Medium   ,0.725,67  ,60
Saccharomyces Bruxellensis Trois             ,White Labs              ,WLP644                                  ,Ale               ,Low      ,0.85 ,70  ,85
Sake #7 Yeast WLP705                         ,White Labs              ,WLP705                                  ,Sake              ,Low      ,0.9  ,70  ,100
Sake #9 Yeast WLP709                         ,White Labs              ,WLP709                                  ,Sake              ,Low      ,0.75 ,62  ,68
San Diego Super Yeast WLP090                 ,White Labs              ,WLP090                                  ,Ale               ,Med/High ,0.795,65  ,68
San Francisco Lager Yeast WLP810             ,White Labs              ,WLP810                                  ,Lager             ,High     ,0.675,58  ,65
Scotch Whiskey WLP045                        ,White Labs              ,WLP045                                  ,Ale               ,Medium   ,0.77 ,72  ,77
Southern German Lager Yeast WLP838           ,White Labs              ,WLP838                                  ,Lager             ,Med/High ,0.72 ,50  ,55
Southwold Ale Yeast WLP025                   ,White Labs              ,WLP025                                  ,Ale               ,Medium   ,0.715,66  ,69
Super High Gravity Ale Yeast WLP099          ,White Labs              ,WLP099                                  ,Ale               ,Medium   ,0.85 ,65  ,69
Sweet Mead/Wine Yeast WLP720                 ,White Labs              ,WLP720                                  ,Wine              ,Low      ,0.75 ,70  ,75
Tennessee Whiskey WLP050                     ,White Labs              ,WLP050                                  ,Ale               ,Medium   ,0.77 ,75  ,79
Trappist Ale Yeast WLP500                    ,White Labs              ,WLP500                                  ,Ale               ,Low/Med  ,0.775,65  ,72
Whitbread Ale Yeast WLP017                   ,White Labs              ,WLP017                                  ,Ale               ,High     ,0.7  ,66  ,70
White Labs                                   ,White Labs              ,WLP                                     ,Ales              ,Low      ,0.81 ,64  ,70
WLP1983 Charlie                              ,White Labs              ,WLP1983                                 ,Ales              ,Low      ,0.68 ,68  ,74
Yorkshire Square Ale Yeast WLP037            ,White Labs              ,WLP037                                  ,Ale               ,High     ,0.7  ,65  ,69
Zurich Lager Yeast WLP885                    ,White Labs              ,WLP885                                  ,Lager             ,Medium   ,0.75 ,50  ,55
American Ale 1056                            ,Wyeast                  ,1056                                    ,Ale               ,Low/Med  ,0.75 ,60  ,72
American Ale II 1272                         ,Wyeast                  ,1272                                    ,Ale               ,High     ,0.74 ,60  ,72
American Lager 2035                          ,Wyeast                  ,2035                                    ,Lager             ,Medium   ,0.75 ,48  ,58
American Wheat 1010                          ,Wyeast                  ,1010                                    ,Wheat             ,Low      ,0.76 ,58  ,74
Bavarian Lager 2206                          ,Wyeast                  ,2206                                    ,Lager             ,Med/High ,0.75 ,46  ,58
Bavarian Wheat 3056                          ,Wyeast                  ,3056                                    ,Wheat             ,Medium   ,0.75 ,64  ,74
Bavarian Wheat 3638                          ,Wyeast                  ,3638                                    ,Wheat             ,Low      ,0.73 ,64  ,75
Belgian Abby Ale II 1762                     ,Wyeast                  ,1762                                    ,Ale               ,Medium   ,0.75 ,65  ,75
Belgian Ale 1214                             ,Wyeast                  ,1214                                    ,Ale               ,Low/Med  ,0.75 ,68  ,78
Belgian Ardennes 3522                        ,Wyeast                  ,3522                                    ,Ale               ,High     ,0.74 ,65  ,85
Belgian Dark Ale 3822                        ,Wyeast                  ,3822                                    ,Ale               ,Medium   ,0.76 ,65  ,80
Belgian Lambic Blend 3278                    ,Wyeast                  ,3278                                    ,Ale               ,Med      ,0.75 ,63  ,75
Belgian Saison 3724                          ,Wyeast                  ,3724                                    ,Ale               ,Low      ,0.78 ,70  ,95
Belgian Schelde 3655                         ,Wyeast                  ,3655                                    ,Ale               ,Med      ,0.75 ,62  ,74
Belgian Stout 1581                           ,Wyeast                  ,1581                                    ,Ale               ,Medium   ,0.8  ,65  ,75
Belgian Strong Ale 1388                      ,Wyeast                  ,1388                                    ,Ale               ,Low      ,0.76 ,64  ,80
Belgian Wheat 3942                           ,Wyeast                  ,3942                                    ,Wheat             ,Medium   ,0.74 ,64  ,74
Belgian Witbier 3944                         ,Wyeast                  ,3944                                    ,Ale               ,Low/Med  ,0.74 ,62  ,75
Berliner Weisse Blend 3191                   ,Wyeast                  ,3191                                    ,Ale               ,Low      ,0.75 ,68  ,72
Bier de Garde 3725                           ,Wyeast                  ,3725                                    ,Ale               ,Low      ,0.76 ,70  ,95
Bohemian Lager 2124                          ,Wyeast                  ,2124                                    ,Lager             ,Medium   ,0.75 ,48  ,58
Brettanomyces bruxellensis 5112              ,Wyeast                  ,5112                                    ,Ale               ,Medium   ,0.9  ,60  ,75
Brettanomyces Claussenii                     ,Wyeast                  ,5151-PC                                 ,Wilds & Sours     ,Medium   ,0.8  ,60  ,75
Brettanomyces lambicus 5526                  ,Wyeast                  ,5526                                    ,Ale               ,Medium   ,0.9  ,60  ,75
British Ale 1098                             ,Wyeast                  ,1098                                    ,Ale               ,Med/High ,0.74 ,64  ,72
British Ale 1335                             ,Wyeast                  ,1335                                    ,Ale               ,High     ,0.745,63  ,75
British Cask Ale 1026                        ,Wyeast                  ,1026                                    ,Ale               ,Med/High ,0.76 ,63  ,72
Budvar Lager 2000                            ,Wyeast                  ,2000                                    ,Lager             ,Med/High ,0.73 ,48  ,56
California Lager 2112                        ,Wyeast                  ,2112                                    ,Lager             ,High     ,0.69 ,58  ,68
Canadian/Belgian Ale 3864                    ,Wyeast                  ,3864                                    ,Ale               ,Medium   ,0.77 ,65  ,80
Cider 4766                                   ,Wyeast                  ,4766                                    ,Wine              ,Low      ,0.85 ,65  ,70
Czech Pils 2278                              ,Wyeast                  ,2278                                    ,Lager             ,Med/High ,0.72 ,50  ,58
Danish Lager 2042                            ,Wyeast                  ,2042                                    ,Lager             ,Low      ,0.75 ,46  ,56
Dennys Favorite 50 1450                      ,Wyeast                  ,1450                                    ,Ale               ,Low      ,0.75 ,60  ,70
Dry Mead 4632                                ,Wyeast                  ,4632                                    ,Wine              ,Low-Med  ,0.95 ,55  ,75
English Special Bitter 1768                  ,Wyeast                  ,1768                                    ,Ale               ,High     ,0.7  ,64  ,72
European Ale 1338                            ,Wyeast                  ,1338                                    ,Ale               ,High     ,0.69 ,62  ,72
European Lager 2247                          ,Wyeast                  ,2247                                    ,Lager             ,Low      ,0.75 ,46  ,56
Farmhouse Ale 3726                           ,Wyeast                  ,3726                                    ,Ale               ,Variable ,0.76 ,70  ,95
Flanders Golden Ale 3739                     ,Wyeast                  ,3739                                    ,Ale               ,Low/Med  ,0.76 ,64  ,80
Forbidden Fruit 3463                         ,Wyeast                  ,3463                                    ,Ale               ,Low      ,0.74 ,63  ,76
French Saison 3711                           ,Wyeast                  ,3711                                    ,Ale               ,Low      ,0.8  ,65  ,77
Gambrinus Style Lager 2002                   ,Wyeast                  ,2002-PC                                 ,Lager             ,Med/High ,0.73 ,46  ,56
German Ale 1007                              ,Wyeast                  ,1007                                    ,Ale               ,Low      ,0.75 ,55  ,68
German Wheat 3333                            ,Wyeast                  ,3333                                    ,Wheat             ,High     ,0.73 ,63  ,75
Hella Bock 2487                              ,Wyeast                  ,2487                                    ,Ale               ,Medium   ,0.72 ,48  ,56
Irish Ale 1084                               ,Wyeast                  ,1084                                    ,Ale               ,Medium   ,0.73 ,62  ,72
Kölsch 2565                                  ,Wyeast                  ,2565                                    ,Ale               ,Low      ,0.75 ,56  ,70
Kölsch II 2575                               ,Wyeast                  ,2575                                    ,Ale               ,Low      ,0.75 ,55  ,70
Lacto Brevis                                 ,Wyeast                  ,5223-PC                                 ,Wilds & Sours     ,Low      ,0    ,60  ,95
Lactobacillus 5335                           ,Wyeast                  ,5335                                    ,Ale               ,Low      ,0.75 ,60  ,95
Leuven Pale Ale 3538                         ,Wyeast                  ,3538                                    ,Ale               ,High     ,0.76 ,65  ,80
London Ale 1028                              ,Wyeast                  ,1028                                    ,Ale               ,Low/Med  ,0.75 ,60  ,72
London Ale III 1318                          ,Wyeast                  ,1318                                    ,Ale               ,High     ,0.73 ,64  ,74
London ESB Ale 1968                          ,Wyeast                  ,1968                                    ,Ale               ,Very High,0.69 ,64  ,72
Munich Lager 2308                            ,Wyeast                  ,2308                                    ,Lager             ,Medium   ,0.72 ,48  ,56
Munich Lager II 2352                         ,Wyeast                  ,2352                                    ,Lager             ,Medium   ,0.73 ,52  ,62
NB NeoBritannia 1945                         ,Wyeast                  ,1945                                    ,Ale               ,Med/High ,0.74 ,66  ,74
North American Lager 2272                    ,Wyeast                  ,2272                                    ,Lager             ,High     ,0.73 ,52  ,58
Northwest Ale 1332                           ,Wyeast                  ,1332                                    ,Ale               ,High     ,0.69 ,65  ,75
Octoberfest Lager Blend 2633                 ,Wyeast                  ,2633                                    ,Lager             ,Low/Med  ,0.75 ,48  ,58
Pediococcus 5733                             ,Wyeast                  ,5733                                    ,Ale               ,Low      ,0.75 ,60  ,95
Pilsen Lager 2007                            ,Wyeast                  ,2007                                    ,Lager             ,Medium   ,0.73 ,48  ,56
Pilsner Urquell H                            ,Wyeast                  ,2001-PC                                 ,Lagers            ,Medium   ,0.74 ,48  ,56
Private Collection West Coast IPA 1217       ,Wyeast                  ,1217                                    ,Ale               ,Med/High ,0.75 ,62  ,74
Rasenmäher Lager 2252                        ,Wyeast                  ,2252                                    ,Lager             ,Low      ,0.75 ,48  ,68
Ringwood Ale 1187                            ,Wyeast                  ,1187                                    ,Ale               ,High     ,0.7  ,64  ,74
Rocky Mountain Lager 2105                    ,Wyeast                  ,2105                                    ,Lager             ,Med/High ,0.72 ,48  ,56
Roeselare Ale Blend 3763                     ,Wyeast                  ,3763                                    ,Ale               ,Variable ,0.8  ,65  ,85
Rogue Pacman 1764                            ,Wyeast                  ,1764                                    ,Ale               ,Med/High ,0.75 ,60  ,72
Saison                                       ,Wyeast                  ,3031-PC                                 ,Ale               ,Low      ,0.85 ,65  ,80
Sake 4134                                    ,Wyeast                  ,WY4134                                  ,Sake              ,Low      ,0.65 ,60  ,75
Scottish Ale 1728                            ,Wyeast                  ,1728                                    ,Ale               ,High     ,0.71 ,55  ,75
Staro Prague Lager 2782                      ,Wyeast                  ,2782                                    ,Lager             ,High     ,0.72 ,50  ,58
Sweet Mead 4184                              ,Wyeast                  ,4184                                    ,Wine              ,Medium   ,0.75 ,65  ,75
Thames Valley Ale 1275                       ,Wyeast                  ,1275                                    ,Ale               ,Low/Med  ,0.77 ,62  ,72
Thames Valley II 1882                        ,Wyeast                  ,1882                                    ,Ale               ,High     ,0.75 ,60  ,70
Trappist Blend 3789                          ,Wyeast                  ,3789                                    ,Ale               ,Medium   ,0.77 ,68  ,85
Trappist High Gravity 3787                   ,Wyeast                  ,3787                                    ,Ale               ,Med/High ,0.76 ,64  ,78
Urquell Lager 2001                           ,Wyeast                  ,2001                                    ,Lager             ,Med/High ,0.74 ,48  ,58
Weihenstephan Weizen 3068                    ,Wyeast                  ,3068                                    ,Wheat             ,Low      ,0.75 ,64  ,75
West Yorkshire 1469                          ,Wyeast                  ,1469                                    ,Ale               ,High     ,0.69 ,64  ,72
Whitbread Ale 1099                           ,Wyeast                  ,1099                                    ,Ale               ,High     ,0.7  ,64  ,75
